Ship,Class,Estimated Ship Slot Count,Machine ID,Manufacturer,Machine Title,Variant,Family,Bank,Seat In Bank,Confidence,Status,AP Visibility Score,Source Basis,Whitelist Rule
Rhapsody of the Seas,Vision,155,R-044,IGT,Blazing Sevens,Standard,Reel,BLA-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-045,Light & Wonder,Huff N Puff,Money Mansion,Feature Slot,HUF-01,1,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-046,Light & Wonder,Coin Combo,Marvelous Mouse,Video Slot,COI-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-047,Light & Wonder,Flaming Hot Pots,Mr. Lee,Video Slot,FLA-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-048,Light & Wonder,Rakin' Bacon Deluxe,Standard,Video Slot,RAK-01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-049,Light & Wonder,Quick Hit,Cash Wheel,Video Slot,QUI-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-050,Aristocrat,Regal Riches,Standard,Video Slot,REG-01,1,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-051,Modeled from user list,Timber Wolves,Standard,Video Slot,TIM-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-052,Aristocrat,Lightning Link,Sahara Gold,Link,LIG-01,2,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-053,Aristocrat,Lightning Link,Heart Throb,Link,LIG-01,1,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-054,Light & Wonder,Dancing Drums,Explosion,Video Slot,DAN-01,1,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-055,Aristocrat,Coin Trio,Fortune Trails,Video Slot,COI-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-056,Aristocrat,Mighty Cash,Fa Fa Fa,Link,MIG-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-057,Multi-vendor,Video Poker,Slant-top / Floor,Video Poker,VID-02,3,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-058,Aristocrat,Dragon Link,Golden Century,Link,DRA-01,2,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-059,Konami,Phoenix Link,Sensei,Link,PHO-01,1,45,Low-confidence modeled,10,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-060,Light & Wonder,Huff N More Puff,Standard,Feature Slot,HUF-01,2,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-061,IGT,Wheel of Fortune,Gold Spin,Reel/Video,WHE-01,2,76,Fleet-staple modeled,6,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-062,Aristocrat,Coin Trio,Piggy Burst,Video Slot,COI-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-063,Aristocrat,Buffalo Chief,Standard,Video Slot,BUF-01,2,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-064,Light & Wonder,Rising Rockets,Standard,Video Slot,RIS-01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-065,Modeled from user list,Hot Stuff,Wheel / Devil Theme,Video Slot,HOT-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-066,Aristocrat,Spooky Link,Mo' Spins / Mo' Symbols,Link,SPO-01,1,62,Modeled from whitelist,10,User list / visual ID,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-067,Modeled from user list,Queenie,Standard,Video Slot,QUE-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-068,Light & Wonder,Prosperity Link,Standard,Link,PRO-01,1,45,Low-confidence modeled,9,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-069,Aristocrat,Lightning Link,Happy Lantern,Link,LIG-01,1,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-070,Light & Wonder,Dancing Drum Towers,Standard,Video Slot,DAN-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-071,Light & Wonder,Lock It Link,Hold Onto Your Hat,Link,LOC-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-072,Modeled from user list,Fu Nan Fu Nu,Standard,Video Slot,FU -01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-073,Konami,Dragon's Law,Twin Fever,Video Slot,DRA-01,1,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-074,Aristocrat,Dragon Link,Autumn Moon,Link,DRA-01,2,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-075,IGT,Top Dollar,Standard,Reel,TOP-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-076,Light & Wonder,Huff and Mega Puff,Standard,Feature Slot,HUF-01,1,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-077,Aristocrat,Mo Mummy,Spooky Mummy and Yeti,Video Slot,MO -01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-078,IGT,Cats Wild Serengeti,Standard,Video Slot,CAT-01,1,62,Modeled from whitelist,8,User list / visual ID,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-079,Light & Wonder,Mystery of the Lamp,Standard,Video Slot,MYS-01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-080,Konami,All Aboard,Gold Express,Video Slot,ALL-01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-081,Light & Wonder,Mighty Monkey,Standard,Video Slot,MIG-01,1,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-082,Light & Wonder,Quick Hit,Wild Red Free Games Fever,Video Slot,QUI-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-083,Modeled from user list,Lady of Athens,Standard,Video Slot,LAD-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-084,Light & Wonder,Ultimate Fire Link,Olvera Street,Link,ULT-01,1,62,Modeled from whitelist,9,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-085,Aristocrat,Lightning Link,Best Bet,Link,LIG-01,1,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-086,Light & Wonder,Bao Zhu Zhao Fu,Dragon Emblem,Video Slot,BAO-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-087,Light & Wonder,Lock It Link,Leprechaun and Devil Pig,Link,LOC-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-088,Light & Wonder,Duo Fu Duo Cai,5 Treasures,Video Slot,DUO-01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-089,Konami,San Fa,Pandas,Video Slot,SAN-01,1,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-090,Konami,Phoenix Link,General Tso,Link,PHO-01,1,45,Low-confidence modeled,10,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-091,IGT,Triple Red Hot 7s,Standard,Reel,TRI-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-092,Light & Wonder,Huff N Puff,Original,Feature Slot,HUF-01,1,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-093,Aristocrat,Buffalo Ascension,Standard,Video Slot,BUF-01,2,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-094,Light & Wonder,Big Hot Flaming Pots,Ms. Wong,Video Slot,BIG-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-095,Aristocrat,Wonder 4 Tower,Standard,Video Slot,WON-01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-096,IGT,Cleopatra,Various,Video Slot,CLE-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-097,WMS / Light & Wonder,Heidi's Beer Haus,Standard,Video Slot,HEI-01,1,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-098,Novomatic,Book of Ra Deluxe,Standard,Video Slot,BOO-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-099,Modeled from user list,Day of the Dead,Standard,Video Slot,DAY-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-100,Light & Wonder,Lock It Link,Piggy Bankin',Link,LOC-01,1,62,Modeled from whitelist,9,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-101,Light & Wonder,Dancing Drums,Original,Video Slot,DAN-01,1,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-102,Light & Wonder,Fire Link,Islands Rising,Link,FIR-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-103,Aristocrat,Mighty Cash,Ultra 88,Link,MIG-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-104,Multi-vendor,Video Poker,Bar-top,Video Poker,VID-02,3,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-105,Light & Wonder,Jade Tree,Standard,Video Slot,JAD-01,1,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-106,Konami,Phoenix Link,Wisdom,Link,PHO-01,1,45,Low-confidence modeled,10,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-107,IGT,Triple Diamonds,Standard,Reel,TRI-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-108,Light & Wonder,Coin Combo,Hurricane Horse,Video Slot,COI-01,1,62,Modeled from whitelist,9,User list / visual ID,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-109,Light & Wonder,Coin Combo,Terrific Tiger,Video Slot,COI-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-110,Light & Wonder,Flaming Hot Pots,Ms. Wong,Video Slot,FLA-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-111,Light & Wonder,Rich Little Hens,Standard,Video Slot,RIC-01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-112,Everi,Red Hot Chile,Standard,Video Slot,RED-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-113,Aristocrat,Spooky Link,Go Ghost,Link,SPO-01,1,62,Modeled from whitelist,10,User list / visual ID,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-114,Modeled from user list,Underdog,Standard,Video Slot,UND-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-115,Aristocrat,Lightning Link,Tiki Fire,Link,LIG-01,2,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-116,Aristocrat,Lightning Link,Magic Pearl,Link,LIG-01,1,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-117,Light & Wonder,Dancing Drums,Prosperity,Video Slot,DAN-01,1,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-118,Light & Wonder,Lock It Link,Nightlife,Link,LOC-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-119,Light & Wonder,88 Fortunes,Standard,Video Slot,88 -01,1,76,Fleet-staple modeled,7,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-120,Konami,Dragon's Law,Standard,Video Slot,DRA-01,1,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-121,Aristocrat,Dragon Link,Panda Magic,Link,DRA-01,2,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-122,Aristocrat,Buffalo Gold,Classic,Video Slot,BUF-01,2,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-123,Light & Wonder,Huff N Even More Puff,Standard,Feature Slot,HUF-01,2,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-124,IGT,Wheel of Fortune,Classic,Reel/Video,WHE-01,2,76,Fleet-staple modeled,6,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-125,Aristocrat,Coin Trio,Wild Up,Video Slot,COI-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-126,Aristocrat,Buffalo Stampede,Standard,Video Slot,BUF-01,2,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-127,Light & Wonder,Temple Falls,Standard,Video Slot,TEM-01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-128,IGT,Cosmic Cat,Standard,Video Slot,COS-01,1,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-129,IGT,Wheel of Fortune,4D,Video Slot,WHE-01,2,76,Fleet-staple modeled,7,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-130,Modeled from user list,Betti the Yetti,Standard,Video Slot,BET-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-131,Aristocrat,Buffalo Link,Super Buffalo,Link,BUF-01,1,62,Modeled from whitelist,9,User list / visual ID,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-132,Aristocrat,Lightning Link,High Stakes,Link,LIG-01,1,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-133,Aristocrat,Bao Zhu Zhao Fu,Ignite,Video Slot,BAO-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-134,Light & Wonder,Lock It Link,Eureka Reel Blast,Link,LOC-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-135,Light & Wonder,Duo Fu Duo Cai,Dragons,Video Slot,DUO-01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-136,Modeled from user list,Triple Fortune Dragon,Unleashed,Video Slot,TRI-01,1,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-137,Aristocrat,Dragon Link,Happy & Prosperous,Link,DRA-01,1,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-138,IGT,Double Gold Pinball,Standard,Reel,DOU-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-139,IGT,Wheel of Fortune,High Roller,Reel/Video,WHE-01,3,76,Fleet-staple modeled,7,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-140,Aristocrat,Buffalo Gold,Collection,Video Slot,BUF-01,3,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-141,Light & Wonder,Big Hot Flaming Pots,Mr. Lee,Video Slot,BIG-01,2,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-142,Aristocrat,Wonder 4 Boost,Standard,Video Slot,WON-01,2,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-143,Konami,All Aboard,Dynamite Dash,Video Slot,ALL-01,2,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-144,WMS / Light & Wonder,Beer Haus,Standard,Video Slot,BEE-01,2,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-145,Light & Wonder,Lucky Leprechauns,Standard,Video Slot,LUC-01,2,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-146,Modeled from user list,Kingdom of the Titans,Standard,Video Slot,KIN-01,2,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-147,Light & Wonder,Fire Link,Pillars of Cash,Link,FIR-01,2,62,Modeled from whitelist,9,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-148,Modeled from user list,Lion Link,Standard,Link,LIO-01,2,45,Low-confidence modeled,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-149,Light & Wonder,Bao Zhu Zhao Fu,Firecrackers / Rockets,Video Slot,BAO-01,2,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-150,Bluberi,Lock It Link,Piggy Bank / One Hell of a Game,Link,LOC-01,2,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-151,Light & Wonder,Money Gong,Standard,Video Slot,MON-01,2,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-152,Konami,San Fa,Rabbits,Video Slot,SAN-01,2,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-153,Konami,Phoenix Link,Queen Chiao,Link,PHO-01,2,45,Low-confidence modeled,10,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-154,IGT,Blazing Sevens,Standard,Reel,BLA-01,2,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Rhapsody of the Seas,Vision,155,R-155,Light & Wonder,Huff N Puff,Money Mansion,Feature Slot,HUF-01,2,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-001,Aristocrat,Dragon Link,Golden Century,Link,DRA-01,1,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-002,Aristocrat,Dragon Link,Panda Magic,Link,DRA-01,1,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-003,Aristocrat,Dragon Link,Autumn Moon,Link,DRA-01,1,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-004,Aristocrat,Lightning Link,Sahara Gold,Link,LIG-01,1,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-005,Aristocrat,Lightning Link,Tiki Fire,Link,LIG-01,1,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-006,Aristocrat,Buffalo Gold,Classic,Video Slot,BUF-01,1,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-007,Aristocrat,Buffalo Gold,Collection,Video Slot,BUF-01,1,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-008,Aristocrat,Buffalo Ascension,Standard,Video Slot,BUF-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-009,Aristocrat,Buffalo Chief,Standard,Video Slot,BUF-01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-010,Aristocrat,Buffalo Stampede,Standard,Video Slot,BUF-01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-011,Light & Wonder,Huff N More Puff,Standard,Feature Slot,HUF-01,1,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-012,Light & Wonder,Huff N Even More Puff,Standard,Feature Slot,HUF-01,1,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-013,IGT,Wheel of Fortune,High Roller,Reel/Video,WHE-01,1,76,Fleet-staple modeled,7,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-014,IGT,Wheel of Fortune,Gold Spin,Reel/Video,WHE-01,1,76,Fleet-staple modeled,6,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-015,IGT,Wheel of Fortune,Classic,Reel/Video,WHE-01,1,76,Fleet-staple modeled,6,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-016,IGT,Wheel of Fortune,4D,Video Slot,WHE-01,1,76,Fleet-staple modeled,7,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-017,Multi-vendor,Video Poker,Bar-top,Video Poker,VID-01,1,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-018,Multi-vendor,Video Poker,Slant-top / Floor,Video Poker,VID-01,1,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-019,Multi-vendor,Video Poker,Bar-top,Video Poker,VID-01,2,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-020,Multi-vendor,Video Poker,Slant-top / Floor,Video Poker,VID-01,2,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-021,Multi-vendor,Video Poker,Bar-top,Video Poker,VID-01,3,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-022,Multi-vendor,Video Poker,Slant-top / Floor,Video Poker,VID-01,3,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-023,Multi-vendor,Video Poker,Bar-top,Video Poker,VID-01,4,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-024,Multi-vendor,Video Poker,Slant-top / Floor,Video Poker,VID-01,4,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-025,Multi-vendor,Video Poker,Bar-top,Video Poker,VID-02,1,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-026,Multi-vendor,Video Poker,Slant-top / Floor,Video Poker,VID-02,1,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-027,Multi-vendor,Video Poker,Bar-top,Video Poker,VID-02,2,62,Modeled from whitelist,4,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-028,IGT,Wheel of Fortune,High Roller,Reel/Video,WHE-01,2,76,Fleet-staple modeled,7,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-029,Aristocrat,Buffalo Gold,Collection,Video Slot,BUF-01,2,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-030,Light & Wonder,Big Hot Flaming Pots,Mr. Lee,Video Slot,BIG-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-031,Aristocrat,Wonder 4 Boost,Standard,Video Slot,WON-01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-032,Konami,All Aboard,Dynamite Dash,Video Slot,ALL-01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-033,WMS / Light & Wonder,Beer Haus,Standard,Video Slot,BEE-01,1,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-034,Light & Wonder,Lucky Leprechauns,Standard,Video Slot,LUC-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-035,Modeled from user list,Kingdom of the Titans,Standard,Video Slot,KIN-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-036,Light & Wonder,Fire Link,Pillars of Cash,Link,FIR-01,1,62,Modeled from whitelist,9,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-037,Modeled from user list,Lion Link,Standard,Link,LIO-01,1,45,Low-confidence modeled,8,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-038,Light & Wonder,Bao Zhu Zhao Fu,Firecrackers / Rockets,Video Slot,BAO-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-039,Bluberi,Lock It Link,Piggy Bank / One Hell of a Game,Link,LOC-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-040,Light & Wonder,Money Gong,Standard,Video Slot,MON-01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-041,Konami,San Fa,Rabbits,Video Slot,SAN-01,1,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Grandeur of the Seas,Vision,145,G-042,Konami,Phoenix Link,Queen Chiao,Link,PHO-01,1,45,Low-confidence modeled,10,User list,Included only because title appears in uploaded seed list
